condition,run,model,triples_seen_in_training,frequency,prediction_status
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 'sk')",1863,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('s', 'sk', 'sk')",4203,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('sk', 'sk', 'sk')",2105,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 's')",1053,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 's')",1053,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 's')",1053,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 's', 's')",1053,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('s', 'ɡ', 's')",842,0
10L_90NL,3,10L_90NL_3_3,"('ɡ', 'ɡ', 's')",839,0
10L_90NL,3,10L_90NL_3_3,"('ɡ', 'ɡ', 's')",839,0
10L_90NL,3,10L_90NL_3_3,"('ɡ', 'ɡ', 's')",839,0
